,id,gender,age,topic,sign,date,text
346,649790,female,24,indUnk,Scorpio,"24,October,2002",Darrnit Arghf. I'll be missing my sis' performance at Sonic Fest 2002 'coz I won't be back then. And it sounds like such a great gig too! Ah wells...sigh...
347,649790,female,24,indUnk,Scorpio,"13,October,2002",Announcement!! NEW SHPIEL NEW SHPIEL NEW SHPIEL NEW SHPIEL NEW SHPIEL NEW SHPIEL (the column on your left...)
348,649790,female,24,indUnk,Scorpio,"13,October,2002","I'm still here In case everyone's wondering, I'm fine and no, I haven't flopped out of my goldfish bowl. Speaking of which, there's a new ad on TV right now featureing fishes swimming around a baby in his cot - for some sorta baby monitor by Fisher and Paykel I think. Not sure - if anyone has seen it, let me know. It's essay crunch time again, which means I've been piahing or at least trying to piah for my essays, 1 due next Friday, and 3 due the following Friday. As you can tell, my days are packed and dreary, and I've gotten to know the Law Library pretty well, at least the section where I spend sitting on my butt and reading/typing. On an upside, next week are the John Mayer and Emily of Emerald Hill performances. Quite excited for it. Yes, I know, strange that I'm going to see Ivan Heng in drag (once again) as everyone's favourite bibik in Melbourne, when I can see him in drag back home, but I think tix are much cheaper here - only paid $19 for an evening show. Plus the theatre's so close to home, I can walk there. I wanted to check out other shows as part of the Melbourne festival too, but unfortunately, with essays and all prob. don't have the time. Am also on a job hunt for Nov/Dec/Jan summer hols. This Customer Service Rep. job sounded quite promising, and they pay $16 an hour, so that's good. But I gotta revamp my CV first though, 'coz I think I need to sound more dynamic in order to get the job, instead of just blah blah, I did this and that. I'm taking tips from this guy at the seek.com.au website too. Now I just have to get around to doing it b4 they close applications. On an upnote, tomorrow me EG n charles are finally going to the IMAX theatre b4 our 3-month ticket expires. Such a waste of money if we don't get around to using it! Anyways, I'll prob. write more interesting stuff next week. Not that my life is entirely very interesting anyways hehe. Tata Oh yes, btw on Chuckie's recommendation, check out this guy . We're planning to do something like what he suggests, giving out useful items and maybe cookies during Christmas, to the homeless."
349,649790,female,24,indUnk,Scorpio,"13,October,2002","Bel's B'day I spent yesterday and today with Bel, celebrating her 22nd birthday. It was very enjoyable - yesterday we had a picnic at Fitzroy Gardens, with E-Gene. I got her a picnic lunch for her b'day (sigh, which I still feel is a kinda cheapo prezzie...) and also baked a cake. We had sandwiches, potato gems, crackers with kabana sausages and tasty cheese, herb and garlic cheese spread, strawberries and apples, and coke to wash it down. Throughly enjoyable, and the company was good :-) Today we went to South Melbourne beach - took the tram down. We spent a couple of hours on the sand, talking about stuff, from relationships to people to school. Then had tea at a cafe and talked some more. Then had dinner with people from her church - mostly her housemate, Jean's friends, one of whom I found out much later was Wally's housemate! Wow...hehe. Dinner was fun, at this place called Malaya Inn in Doncaster - nice yummy food like Or Jian (fried oyster omelette), fish head curry, sambal kangkong etc. And even bowls of chicken soup! Mmmmm... It was followed by coffee at Brunetti's, which I hadn't been to since it's renovation. Didn't stay long though, 'coz Charles n EG came to pick me up soon, after their dinner and M1 concert. The people I met today seemed really nice - would like to hang out more with them if I could. Nice to get to know new people. I'm also beginning to hang out more with a bunch of people from church, which is great (and a long time coming, considering I've been at ACCF for more than a year). Guess I'm finally fitting in and finally finding my place in the scheme of things - esp. 'coz of Alpha. Btw, I've graduated from Alpha course on Wednesday, with my own certificate and everything! Alpha is sorta a back-to-basics course in Christianity, which EG and I attended, and after many months, finally finished it off reinforcing the knowledge we have, and making many new friends! Anyways, back to today. I'd wanted to bring my camera and take lotsa pics, so that I could stick it into an album or collage for Bel to remember, but ARGHFFF!!! Forgot the camera!! Sigh...sad right? There goes a nice prezzie idea... Chatting with Bel was nice. It's interesting how our friendship had evolved - I never really liked her from the start (which she tells me is what happens with practically every girl she meets - they automatically don't like her for some reason, so poor thing right? She says sometimes she acts a lil' bimbotic, just to seem more affable to people, 'coz she's naturally assertive. Me, I don't have that problem - I'm naturally bimbotic! heheheh). I didn't like her then 'coz I must admit I was a lil' intimidated by her, 'coz she's quite confident and assertive (and also very babe hehe, which I still think so), plus her manner wasn't very, I dunno, warm n friendly? A little aloof sometimes, and when she was friendly, she seemed superficial, and very PR. Plus we didn't have much in common to talk about too. But we get along better now, and talk about stuff. She made a good point, that we should try to hang out when we're both in S'pore, or it'll seem like we just hang out with each other here and now 'coz we don't have any other close girlfriends here. Thinking about it, it's partly true though, 'coz Bel and I aren't exactly personality matches in a way - but that's 'coz our friendship is still progressing. Let me explain. I personally think everyone has friendships with others on different levels. Like how I interact with people like say Charles, or Velle and Priyanca, is different how I interact with Bart, is different from how I interact with Bel, different from how I interact with my housemates, and different for EG (of course). With the first category, and also with my housemate Evie, I'm a lil' crazier and silly, and loonier . But when I'm with EG or Shawn, a lil' less loony and loud ('coz EG keeps telling me I'm too loud), with Bart I'm more affectionate, and with Bel I'm more sedate, 'coz we're still establishing our friendship, and haven't come to that super-comfortable point yet. I think the true litmus test will be to see her reaction to one of my Silly Songs! Then I'l know...hehehe"
350,649790,female,24,indUnk,Scorpio,"10,October,2002","My Mobile Phone...Literally (Part 2) I walked slowly towards the tram stop... all the while feeling sad, and praying. 'Oh Lord...help!' Suddenly I stopped in my tracks. Waitaminit! Wait a minute! Before I left the lecture hall, I threw a plastic bag into the bin. Now it had made an unusually loud 'thunk' when it landed, which was why I picked it up again and looked at the contents of the bin. But I didn't see anything, so figured maybe a can or something just toppled over when I threw the plastic bag in. That 'thunk' could've been my phone! As I recall, I was holding my phone in my right hand - I must have let it go along with the plastic bag! Excitement bubbled up inside me. I ran for the security station again, praying in tongues all the while. Panting and out of breath, I knocked on the window. 'Angelo! I..gasp..think...gasp...it could be in..gasp...hold on, I'm gasping too much...' I explained my theory, and he just laughed good-naturedly. 'Sarah! You're killing us!' He called Keith again, and I ran to meet him at the underground parking garage to walk back to the theatre. We walked back in anticipation, as I apologised to Keith for making him walk back there again. I was telling God, 'if I can find it, I'm just gonna say 'Thank You Jesus!' and use this as testimony man! I was so sure... We reached the theatre, and I ran for the bin. Pushing my sleeves up, I dug into the bin, which housed a few coffee cups, my KFC plastic bag, and used tissues. No phone. But I knew I heard a 'thunk'! So I shifted the bin aside, and lo-and-behold, it was there!! Neatly resting against the wall, undamaged. WOOPADEEDOOO PRAISE GOD!! I jumped up and down in excitement, and even grabbed Keith's arm, shouting 'Thank You, thank you!' He smiled, and said, 'That's ok, as long as you don't make me come back here again!' I grinned back. We walked out, and I kept thanking God. I suddenly remembered that I had promised to proclaim Jesus' name in this situation, and I'd forgotten to. Suddenly I felt nervous about it saying it out loud. I whispered loudly 'Thank you Jesus.' - don't know if Keith heard. I realised I was being a chicken about it, so as we were walking I said, 'Wow, that's amazing, I really thought I'd lost my phone!' Keith turned and nodded. 'Yeah, it's really a MIRACLE that I found it, I mean, most people never find their phones! I really THANK GOD man. It's just so amazing. AMEN, amen!', I said, stressing on the erm...Christian-sounding words... As we emerged from the shortcut through the carpark, I looked up at the sky, and suddenly everything seemed so beautiful to me. The trees, the damp ground, the cold air. I raised my hands a lil', and whispered 'Thank You Lord.' EPILOGUE I walked back towards the guard station with Keith. Before he left, I said thank you agian, and asked for his name, giving him mine as well - just in case we ever bumped into each other again around the campus. I walked up towards the guard window and waved at Angelo through the glass, holding my phone up for him to see. He smiled. (Praise God btw, that the bunch of us were the last few to leave - that way I knew who was locking up, and so could locate Angelo at the guard station.) I boarded the tram, and thanked God once again for his blessings. I bumped into another friend on the tram, and shared my testimony with her . Our God's really an awesome God!"
351,649790,female,24,indUnk,Scorpio,"09,October,2002","My Mobile Phone...literally I walked towards the tram yesterday, as the wind blew and the last hints of twilight shone in the sky. It was about 6.40pm, and I'd just spent a good 45 mins or so just chatting with Jessie after lecture, while she waited for Tammy to finish class. I had a nice time, just having coffee and talking about school - Jessie's so easy to talk to. Anyway, since it was pretty close to dinner time, I figured I'd better give EG a call n let him know I was on my way back. I reached into my jacket pocket...and found it empty! 'Arrrgh! Where could it be?' I checked my bag, rummaged through it. As the pit of my stomach started to swirl, my brain kicked in. 'I probably left it in the lecture hall or something. Better go find the security guard who locked it.' So i ran to the station, hoping to somehow locate the guard. He was there! Manning the station! Angelo was his name, a guy in his late 20s-30s, and he was kind (and friendly) enough to call another guard to walk with me back to the theatre, which was right at the other end of campus. So me and Keith, this tall man with a moustache, probably in his 40s, walked in the cold back towards the theatre. 'Where else do you think it could be?' 'I don't know. The Baillieu Library probably...' 'Have you checked it?' 'No, not yet. Probably later.' We walked up the steps to the theatre. I walked in, and searched the area where I sat. No phone. He looked up and down the theatre steps too. No phone either. 'Sigh, it's ok, I'll check with the library. Thanks!' 'Yep.' I walked back towards the library, where I'd gone with Jessie to zap lecture notes. I put on my jacket there, so I figured it must have slipped out then. I checked with the librarians and the lost-and-found counter there. No deal. I tried calling EG on the payphone, and Jon's house phone, but no one picked it up. My heart dropped as I registered the fact I'd probably have to spend a few hundred bucks to get a new phone. Money that I found hard to part with. All this while, I was begging the Lord 'please, Lord, please...', yet was resigned to the fact it was probably gone. People adhere to the finders-keepers mentality over here - I lost my sunnies a month back, and never saw it again. Let alone a phone! I walked in dark back to the cafe where I had coffee with Jessie. It was probably closed though - it was already 7 plus. The ground was damp, the air cold. I shivered as my toes gripped my Birkie sandals. A light! People were still there! I knocked on the glass door. 'We're closed!' said the girl on the inside. I knocked again. She gestured with her hands, that they were closed. 'Hey John, there's someone at the door knocking!' she said in a nasal voice. John looked up. 'I'm sorry, we're closed' DUH, I knew that already. 'I'm sorry, but did you guys see a mobile phone in here?' I yelled through the glass door. 'What?' 'I said I think I left my phone in here!' He opened the side door, and I explained myself. 'Sorry, we just cleaned up, and didn't see anything.' 'Oh, it's ok' 'I'll leave a note in the the cafe, in case I find anything, so you can check back tomorrow?' 'Thanks.' I trudged on, towards the Student Union info desk, in the vain hope that someone might have picked it up. It was closed. I scrounged through my bag again, then decided to return to the library to call someone. The only other number I had memorised was Charles', so I called him. 'Charles!' I squawked, 'I lost my phone!' 'Huh? How?' 'Don't know lah. Must have dropped it somewhere. Do you have Chris' number? I'm trying to call pple at home but no one's picking up!' 'Ok, hold on ah...' He gave me the number, and I lamented how I'd have to buy a new phone. He offered to sell me his other phone, the one he had but wasn't using at the moment. I said see how, still praying that I might find it. I tried calling my phone, in case the person who found it picked up. Or at least if it was switched off, at least I knew for sure it was gone and could move on. It rang. And rang...and rang. It was on vibrator mode though, so maybe whoever had it didn't hear it. I retraced my steps again. No phone. I gave up. tune in tomorrow to read the next episode of... My Mobile Phone...literally"
352,649790,female,24,indUnk,Scorpio,"08,October,2002","Why? Why is it that you can never repeat that fresh-from-salon look, even after spending hours adding mousse to your hair? My hair looks more bobbish than sleek n funky. I don't know how the guy at the salon did it, with his creme and his scrunching fingers, but it looks weird now....sigh. Or maybe 'coz I'm trying to do it with bed-hair, and not freshly blown & washed hair. Whatever it is, I can't repeat the look. Sigh...sob. Why is it that even though your body is aching and tired, your mind is still awake so you just can't fall asleep? I spent the other night in an insomniac stage, and ended up watching informercials. I am actually seriously considering buying one of the products, Winsor Pilates from the website! Hmmm... Why is it that even though I have things to do, like essays and such, I can never fully concentrate on them? Instead I end up getting distracted by TV and the like. Oh there's the computer, oh, maybe I'm hungry...hmmm maybe I should go mend the hole in my t-shirt... Why is it that even though I have school later, and I haven't done my readings, and my stomach's rumbling 'coz I haven't had lunch, I'm still stuck here blogging, drawn like a moth to a flame? Sigh... In the words of that great poet, John Mayer, 'Tell me why...why Georgia why?'"
353,649790,female,24,indUnk,Scorpio,"03,October,2002","Thanks Thank you one and all for the support of My First Limerick ! As such, I have come up with another: My Second Limerick There once was a phone that rang all day But the person on line had nothing to say He'd hee and haw Then mee and maw Finally deciding he'd rather not play Yeah, I know, it's not very good...I still like the Doncaster one better hehe..."
354,649790,female,24,indUnk,Scorpio,"01,October,2002","Highlights of the Day I streaked my hair RED!! And cut it short, till about chin-length. It was a very interesting experience at the hairdresser's, considering how it's actually a hair college - Pivot Point. After months of looking longingly at the model on the poster at the salon, I finally did it. I love it actually...very vivid colour, and the cut's pretty good too. Everyone seems to think so (hehe), I got reviews from 'wicked!' and 'gorgeous!' to 'don't go back to long hair in a hurry!' and 'eh, quite nice ah, hor?' Anyways, as I was saying, the hair college. This nice Korean lady, a student of course, cut me hair for me. It was an interesting experience 'coz she's only been in Australia for a year, so her English wasn't really good. We managed to communicate though. She reminded me of one of those Japanese housewives who you always see in those Jap soap dramas. I was talking to her, and found out she is graduating in December, and from there working at her mother-in-law's salon. Hmmm trying to impress the in-laws? Well she was cutting it half-way, then her supervisor walked by, this tall hulking guy with bulging biceps, thick veins and a tight t-shirt. He took over for most of the haircut, showing her how to feather-cut my hair using a razor, an advance technique which she hadn't learnt yet. He did a pretty good job - looked nice n layered, and I think made my hair look a lil' finer. (*ahem* he also said I had great hair, and after the cut, he said I looked 'unreal' heheh....oh the praises...). I quite liked it, esp. considering I was afraid to cut too short in case it didn't fit my face shape. The Korean lady, Jung, was also noting details about my hair in a form as we went along - a pre-requisite for the college I suppose. Flipping through it, I found out my hair is in Good Condition, Porous, and my scalp is Normal (yay, the Selsun Blue 5 for dandruff works!). And all this considering I blow-dry my hair EVERYDAY! And the price? Are you ready for this? For a wash, cut, half-head highlights, and blow-dry, it's only $55! Fifty-five bucks! Wooohoooo! Now if only I can get the same results the next time I return to the salon...sigh it always happens. Great the first time, but they can't seem to repeat the same thing the next time round... After the cut, I went to Priceline and got some hair products - a bottle each of this new Sunsilk Frutrience for Coloured Hair shampoo and conditioner (which also got me a FREE Frutrience cosmetics/vanity bag) and also Wella mousse-wax. I tried the mousse just now, but it didn't have as much hold as I'd like (wanna try some funky upturned flips at the edges of my hair), so I might pop down to Priceline again and get the Styling Mud. Well, as for tomorrow, I'd better start on that essay that's due on Monday! EEps! And I'll be busy on Saturday afternoon and a lil' on Friday too!! EEK!"
355,649790,female,24,indUnk,Scorpio,"01,October,2002","Yummers Had a very nice night today making really yummy strawberry yoghurt ice-cream. It's sitting in the freezer now, setting, and by tomorrow I should have a delightful dessert! Woopadeedoo! That said, tomorrow also marks the beginning of essay work, 'coz I've an essay due on Monday. It's the Cont. Hollywood one, which I caught a lucky break - i.e turned out I had 2 extra weeks to do it. Eep. But have I spent the time wisely doing more research? No....Why? 'Coz I deserve a rest dammit! teeheehee... Oh yes, went down to town today to alter 2 pairs of jeans. One was the Just Jeans one which I bought on Friday, the other a Sportsgirl one which I've been wearing a lil' sua-ku-ly , i.e. with the hem folded up a huge chunk. Did you know that alterations can be done and returned on the same day? I didn't! Thought I'd had to wait a couple of days 'coz of all the hemming and tailoring all these people must do. Well, as I found out, JJ has an in-house seamstress who does it on the spot. Unfortunately, she wasn't in today, so I left it to be collected tomorrow. As for the Sportsgirl one, they send it out to be altered, to a place just across the road called Melbourne Central Tailoring. It was on the 1st Level of an office building, in a tiny little room at the corner. I almost thought I was on the wrong floor 'coz the lift doors opened to reveal a solicitor's office, with its tinted glass windows and couches. It was only after hearing voices from my left, and spying a small rack of blouses hanging near a door that I found the place, run by this really nice n friendly couple. The lady was talking to a Jeans West salesgirl (I figured JW also sent their jeans to be altered there...she was holding a couple of bags), so the man smiled and told me to hold on awhile. Real nice. And the price was right too! After calling several places earlier in the morning, I found out they were the cheapest, charging only $10 (yes, yes, please don't compare to Far East prices ok? If I were back home, I'd have gotten my grandma to do it for me for FREE - she was a seamstress after all). I'd have sent the Just Jeans pair to them too, except for the fact that JJ charges only $5.50 to do their own jeans, with a receipt of purchase of course. All in all, am quite excited to collect them tomorrow. Yippee-kai-yay!"
356,649790,female,24,indUnk,Scorpio,"30,November,2002","Beautiful Collision She was shy, and looked a little uncomfortable to be on stage for all to see. But her voice was beautiful, enchanting, ephemeral even, as the notes that rolled off her tongue disappeared into the air, like little bubbles of lilting melodies popping in the darkness. She was funny too. 'Is someone smoking pot in here?' 'Did you know that giraffes communicate with each other into ultra-low sonic frequencies? I just saw that on the Discovery Channel. Yeah, 'coz I thought for the last song there where it goes (sings a low tune) , the giraffes could have done it well.' The band playing with her were pretty quirky and easy-going too, peppering the performance with comments and laughter. The group was fun to watch, and great to listen to - there was chemistry, and they seemed so relaxed and happy to be on stage, and were so totally devoid of the performance anxiety that grips most background musicians, who generally intensely focus on their playing and ignore the interaction-with-the-audience bit. After the last song of the set (which was her hit single, Sway, from her debut album 'Drive'), she mimed to the audience that this was the last song, she was going off stage, we were supposed to clap, yell encore, and then she would come out again - hehe, acknowledging the farce that are 'last song' performances, 'coz there's ALWAYS an encore. Confession: I teared when she sang 'Drive' as part of her encore performance, 'coz, I dunno, it sounded so melancholic, and it reminded me of my sis and how she'd describe the drive-arounds she'd have with Ken, and then I thought of my sis and how I missed her, and I dunno, the whole general atmosphere I suppose. Sigh, whadda wuss I am... I think I might end up liking her first album more - will go take a listen and see if I'm right. Check out Bic Runga and her latest offering Beautiful Collision . 29 November 2002"
357,649790,female,24,indUnk,Scorpio,"25,November,2002","Lock 'n Loll... Killing Heidi ROCKED man! The gig was worth the 3 1/2 hour wait as 3 opening bands performed (KH came on at 11.55pm!!). There we were, me and Debbie in the crowd up front as Charles, Jas and Kelly watched from an elevated step. Half the crowd in front of us were jumping up and down, the other half bopping, and the rest behind us watching with cool aloofness, while amidst all this stood two Asian girls head-banging their brains out, arms flailing about, looking like a cross between scarecrows on acid and chickens coming in for a landing. It was WILD. And it was Awesome. And it was pretty short - only about 1 hr long. We wanted MORE!!! The gig left us on a natural high - Debbs wound the car window down and screamed into the night breeze, scaring the woman in the car next to us at the traffic light, while I just kept smiling and going 'Wooohooo!!'. A bunch of kookies we were. But we had SO much fun, and I haven't done this in a really long time, a couple of years in fact! So it was great to just let go at the gig, especially since we were anonymous beings in a sea of unknown faces. I'm sooooo glad I went, and sooooo glad that Debbie went too, to be my rockin' partner. 'Coz it's not really something you can do alone you know? You need a friend next to you, doing the same wild things, so you won't feel too insecure, even if there is a crowd of people around you. Two (banging) heads are a whole lot better than one! Whatever it is, I highly recommend doing this. It's therapeutic. Let's lock 'n loll duuuuuuuudes!!"
358,649790,female,24,indUnk,Scorpio,"22,November,2002","Rove Live I hope the 'What the...?' I've sent in makes Rove's list for the final show next week. Found on a 'Save the Environment' pamphlet by The Body Shop under 'Ways to save water': Take a shorter shower, or SHOWER WITH A FRIEND! What the...? Do YOU have a 'What the...?' you can contribute? Please leave a bl00p or a flooble!!"
359,649790,female,24,indUnk,Scorpio,"21,November,2002","Nice... Had a nice day today, hanging out with Charles watching The Banger Sisters, and then having dinner and a date with EG. I was bugging him after dinner to 'be spontaneous' and to 'go somewhere', like the beach or something. 'Coz we never really do anything like that, or go out on dates anymore - usually if it's just the 2 of us it's just running errands together or something. So yeah, had a nice time at St.Kilda Beach, and at the cafe at the end of the pier. We talked and laughed and joked around, and generally had a great time. Anyways, major event. EG found my keys! We initially thot he'd lost it, and we'd have to cough up money to get a new one requested from the Body Corporate, 'coz it's a security key. But wot a miracle! See, he's been in and out of his car countless times since yesterday night, when he'd thought he'd lost it. He'd driven to church to search, to the post office, and today he drove to church, reparked the car etc. All in all, he was in the car MANY MANY times. And today, after work at the church office, there it was, lying on the seat, in broad daylight, as if someone had just placed it there! Freaky, no? Either someone had somehow gotten into his car, taken the key, made a copy or something, and placed it back there (without stealing the car or breaking any windows...), or a miracle was at work. Touched by an angel eh? They must've been watching. In other news, got the Bic Runga CD, Beautiful Collision today at JB HiFi, for $18!! Can u imagine? I'd wanted to buy it earlier, so good thing I didn't. I was even in JB HiFi yesterday, but just bought the Killing Heidi album (which I'm really enjoying rite now), figuring since I had an online voucher I could use for the CD. That didn't work out, which was just as well, 'coz today was the start of the JB HiFi Christmas sale! Can anybody say woohooo? *wooohooo* (echo...echo...echo....) Thaaaaaaaaaaaaaat's right..."
360,649790,female,24,indUnk,Scorpio,"21,November,2002","Music makes the people come together... How would I describe by taste in music? I say, eclectic. Or in other words, rojak . I never really listened to music, other than Christian Praise n Worship growing up, since I was living with parents who thought 'rock music is not edifying to your soul. Why listen to all this trash when you can listen to something good?' Not quite 'rock music is from the devil', though pretty close. But it does make a lotta sense in retrospect I guess. After discovering that there was alternative Christian music (ie. same genres like rock, dance etc. but with Christian or more sanitised language), I was into that for awhile. Esp. since Jars of Clay was pretty cool. Then it was Bossa Nova, and all that Jazz. Now? I dunno. I listen to anything and everything. A bit of Killing Heidi, a little Diana Krall, some Foo Fighters, some John Mayer, a twist of Disco Montego, a dash of Bebel Gilberto and Jobim, some Cafe del Mar series. Like I said, it's pretty rojak. After a long time trying to figure out my music tastes, I realised I can blend in as easily into a jazz lounge as I can in a mosh-pit (like this Sat. at the KH gig - phew, gonna get me some bruises). Woohooo! I shall not be typecast! I am a unique individual that subscribes to a blend of commercial music! hur hur... Most underrated band? A New Zealand outfit called Eight , who came down to S'pore a couple years back. I met the guys, and they were really really nice, and funny too (although a couple of the ones I knew have left since). Their music's really different, so if you get a chance to check 'em out, it'll be great. I personally can't really describe the music, or put it in any category. I call it weird-but-definitely-listenable. They call it rock. And they're playing for Big Day Out in New Zealand next Jan too! kewl huh? Darn, too bad not in Oz, although NZ is a hop skip and jump away...hmmm...holiday? PS. Happy Birthday Kenneth!! 21 November 2002"
361,649790,female,24,indUnk,Scorpio,"21,November,2002","Training again Today's 5 hr shift was slow, but still cool. I made my first full coffee drinks, as in mailk and foam and all and served to customers. Mike, my boss, said I did a pretty good job, and the foam really turned out well, so I'm pretty happy! Yay! Favour Lord! Learned to clean the machines too. Next week, I'll be doing the busy morning periods - 7.30-9.30am, where the orders just keep pouring in. Hooooo....it'll be tough..."
362,649790,female,24,indUnk,Scorpio,"20,November,2002","Training It went really well, and the time just flew past. 3 hrs taken up in a whirl of coffee making and pounding. And there's more tomorrow. I can honestly say I'm really enjoying myself. It's was really fun, and not too stressful, 'coz the Queensberry n Lt. Bourke store isn't as bz as the rest of the GJs outlets in town. In other news, my silly iron has broken down. Maybe the fact I'd dropped it accidentally from the ironing board has something to do with it. Maybe, just maybe. Whatever it is, it's gonna be hell to fix. Erp. My cough and slight flu is still going on. All the honey drinks and gargling with Listerine doesn't seem to help. Dangnabbit!"
363,649790,female,24,indUnk,Scorpio,"18,November,2002","This post was brought to you by the letters B, H and G, and by the number 33 Arghf. It was a high of 33 degrees celsius today. I felt like I was back home in Singapore. Except, unfortunately, I do not have the luxury of entering my room to turn on the air-conditioning, because, well, golly gee, I don't have one! It's sweltering, the heat is intoxicating, stifling, almost as if yr baking in an oven. Even the fan that rotates near your face does not provide a reprieve, except to blast dusty air into your stuffed right nostril (I've got a bit of the flu at the moment). Sigh. So the nap I took in the afternoon, or rather evening - woke up about 8pm (and there was still sunlight - I tell you...I'll never get used to this) - left me feeling groggy and more tired than I was before. I can only describe the feeling in one word: bleuuurghghhffffgg. I felt extremely bleuuurghghhffffgg. And the next coupla days promise to be worse. It's rollercoasting up and down, from 23 tomorrow, to 33 the day after, to 19 the day after that, to 23 on Thursday again. Wah lau eh.... well, weather predictions change on a daily basis, so maybe it wouldn't be that bad. I can only hope."
364,649790,female,24,indUnk,Scorpio,"17,November,2002","Birthday Part Deaux Yup, yesterday went well, although the picnic at the beach became a picnic behind the bathhouses 'coz the wind was so strong. It was nice and sunny at Mid Brighton Beach, but way too windy. Overall, it was fabulously delicious, I got some nice piccies of the colourful bathhouses that looked like they could only fit 2 human beings plus their pet turtles - ie. very squishy n small. Oooh we went to Hunter Gatherer at Acland Street, St. Kilda and picked up a really nice skirt for about $19. Kewl eh? Charles says it makes me look like Jungle Girl, ah but what da hey, you only turn 23 once. Sigh...23...soon it'll be 25, then 30. How life zooms past. Ever get the feeling? Anyways, for dinner, EG brought me to this v. nice restaurant by the bay/beach in Williamstown, called Anchorage Restaurant. I had the Sirloin, he had the Eye fillet, even though that place was more of a seafood kinda joint. We ordered the only 2 steaks on the menu. By boy, delicious! And the company was good, although it strayed to topics like 'Is it possible to make drunken fries? Or like flambe it or something...', to which we started enacting how we'd do it, like (cup hands together) here's a potato, (jerk arm as if adding seasoning) add wine, followed by (flick thumb as if lighting a cigarette) lighting it, and then (move hands together quickly as if imitating a fire that goes fooooooooom) TA DAAA!!!' 10 mins later.... EG: 'Hey, what are those?' Me: (Chewing a rather large piece of medium-rare steak...) Cup hands together, jerk arm as if adding seasoning, flick thumb as if lighting a cigarette, move hands together quickly as if imitating a fire that goes fooooooooom EG: 'Potatoes?' Me: Excitedly pointing left index finger to nose, and right index finger to EG, nodding vigrously, cheeks full of food The highlight? EG: 'Eh? You don't want the mushroom ah?' Me: 'Mushroom? What mushroom?' EG: 'Er...that.' Me: 'It's a mushroom? Oh my goodness! I thought it was a really burnt slice of potato! Like, flambe-d or something!' Yes, my blonde roots were showing. My parents called later, to wish me a Happy Birthday, as well as my sis this morning. Tho Thweet. And Bart too, half and hour ago (Note to Bart: It's OK!! I still love you! :-) ) How does it feel to turn 23? I really don't know. Ask me again the same day next year."
365,649790,female,24,indUnk,Scorpio,"15,November,2002","Shameless Plug It's my Birthday today! woohoo! Was born 23 years ago, at 1.41pm (GMT +8hrs - i.e.S'pore time). So far I've gotten a really cool laptop backpack for my luverly iBook from EG, Charles and Wally, and very adorable Sabi underwear from Bel. It's blue striped with a goldfish in front - she was very excited about it hehe. (Although Charles insists it isn't a goldfish, it's just a fish that's orange-gold in colour. Looking at it, yeah, maybe, but me and Bel will insist it is a goldfish! For my (name)sake!) We're going for a picnic at Brighton Beach later, and a nice dinner, just me n EG later tonight. Can't wait. How we decided on Brighton Beach was really amazing! We were scratching our heads as to where to go for a nice picnic. So I thot, hmm, somwhere not too far out, but still away from the city. Maybe a beach, or the countryside. Figured, hey, we've passed Brighton beach a coupla times on our way to Ikea in Moorabin, why not give it a go? I still wasn't sure though... Then EG came home, so I asked him, 'Where should we go?' 'How about Brighton Beach?' I stared at him, while scrambling to find in my brain whether i'd mention the location to him earlier on the phone or icq or something. Nope-didn't. 'You're kidding! I thot of it too! Oh my gosh!' 'Yeah, Shawn's been there once, siad it was pretty good.' 'Oh my gosh! It's a sign I tell you! I even asked Evie about it just now. Maybe God wants us to be there or something...heheh' Hmm..maybe he does? We'll see. It's amazing how excited I get about the lil' things in life...very easily amused hehe... Okely dokelies. Will let ya all know what happens next!"
366,649790,female,24,indUnk,Scorpio,"13,November,2002","The things she said... 'Did you know that how you hold your chopsticks means how far away your future partner is?' 'Did you know that you can eat the fish's bones? If they're fried enough.' (Qn: 'Which part of Singapore are you from?') 'Oh, Singapore isn't very big, it's actually smaller than Victoria...we don't really have states.' Yes, yes, such are the pearls of wisdom that spewed from my mouth at an alarming rate at the staff meeting. I really hope people didn't leave thinking 'god, that weird Chinese girl talks waaaay too much'. 'Coz that's what I think I did. Left people with bits of information that they didn't really want to know. Sigh. On the up side, I think overall it went pretty well. The other staff pple were nice, and so was the meal, at Kun Ming Restaurant at Lt. Bourke St. It's been there for ages apparently, and got a huge do-up recently, leaving it looking pretty posh. Other than my inanities, it was mostly coffee talk. I don't think I'll get as many hours as I'd like to work, judging by the training schedule. So won't make as much I guess. But I have a good vibe about the job...the boss, the pple, the place, the uniforms (which me Boss has to re-order 'coz they were a lil' too big). They're also pretty strict about attire - no earrings, minimal jewellry etc. Oh wells, not that I have any outstanding piercings anyways...And praise God, the job's starting 1 week later than scheduled, on Dec 9, so that means I get to go Church Camp! Woopee! (woopee mostly 'coz I get to surf hehe....) Anyways, those were the highlights. Hope things work out with colleagues! And I gotta study for a Gloria Jeans' exam regarding coffees and the machines etc. Lotsa things to do...and remember. Like 'once a customer enters a store, how soon must you greet him/her?' Answer: within 8 seconds....oooohhhh..... That's what I'm talking about..."
367,649790,female,24,indUnk,Scorpio,"12,November,2002",And also this... What Sign of Affection Are You? brought to you by Quizilla
368,649790,female,24,indUnk,Scorpio,"12,November,2002",Hur hur I am... What sexy girl are you brought to you by Quizilla
